symbol,mean_dollar_volume,obs
msi,262750410.954921,252
dpz,262114332.128095,252
net,261856046.664445,252
aep,261456599.284563,252
iqv,260833885.788413,252
hpe,260330147.785476,252
gis,259779926.502857,252
hal,258587409.9625,252
vktx,258523500.354901,252
ctas,257861557.097996,252
dow,256785830.0875,252
upst,256552977.926825,252
pcar,256278641.150178,252
ferg,256073882.734166,252
all,255441560.953294,252
pbr,254292486.526508,252
itw,253894016.965595,252
yum,252907624.87127,252
bby,252873718.257024,252
nue,251520922.331468,252
fico,251461360.375079,252
hpq,251370836.831746,252
lvs,251023613.929484,252
eqt,250224473.840774,252
luv,248924186.106032,252
tel,248897041.173056,252
alab,248793091.674394,198
pcg,246065970.111984,252
cava,243296413.850437,252
mlm,243229779.078453,252
kr,243101179.89877,252
ecl,242662882.589841,252
rok,242659021.226032,252
ctsh,242013817.852123,252
ter,240730371.46373,252
flut,240207287.332692,234
gpn,239906608.412063,252
gehc,239066811.288552,252
met,238562829.027381,252
bk,238315421.404921,252
ttwo,237000410.470099,252
idxx,236363068.332897,252
ilmn,234738685.204881,252
pwr,233990350.123889,252
biib,233400882.310675,252
nclh,232891388.310238,252
anf,232883946.211905,252
syy,232654651.097818,252
stx,232361323.845516,252
u,232059764.82377,252
oke,230808794.494127,252
axon,230164563.270992,252
a,228591077.93873,252
adm,227524120.394325,252
nrg,227466598.504246,252
vxx,226770598.366548,252
gww,225874784.670952,252
efx,225266640.522183,252
exc,224396111.127262,252
sre,224075641.964286,252
hwm,224037699.095556,252
xel,223307153.900258,252
cprt,222947316.617222,252
swks,222839755.513234,252
ir,222692878.150278,252
aptv,222637245.267817,252
wbd,222156766.150813,252
d,221068808.913571,252
lyv,220417767.811428,252
fast,219962056.472937,252
dks,219693976.430913,252
etsy,219382846.400952,252
payx,218676020.326389,252
w,218161662.20377,252
cah,217488819.440714,252
spg,216108368.004802,252
trgp,214836615.854524,252
hban,214542344.061786,252
bldr,213333502.200377,252
psa,213295537.072659,252
ip,212764232.795556,252
zm,211593168.772758,252
phm,211479878.727976,252
dfs,209815891.381865,252
lyft,208587758.739881,252
rmd,206840444.742421,252
vmc,204227003.789841,252
amp,203886979.358691,252
rh,203680589.023333,252
ppg,203616189.053135,252
rsg,203283538.915714,252
burl,203253158.604683,252
veev,203208667.930436,252
wba,202958656.537134,252
glw,202953633.371508,252
mro,202723418.669244,225
afl,201252384.391706,252
ccj,200866257.996746,252
iclr,198993174.704643,252
lhx,198124716.966389,252
ntap,197817904.778433,252
ionq,197722909.750913,252
key,196836308.742143,252
rop,196789243.755198,252
dri,196573713.827778,252
peg,195218424.235833,252
otis,194768734.953016,252
wynn,194017356.369782,252
lw,192642166.350436,252
cdw,191958469.597302,252
gddy,191289014.354127,252
hims,190538469.341032,252
ame,189936435.798214,252
algn,189437847.215317,252
entg,188502515.617579,252
z,188308571.813452,252
tcom,188295353.162341,252
aa,188203613.728631,252
chwy,187333701.260238,252
cpng,187317657.124167,252
etr,186747592.076111,252
li,186537448.130952,252
sbac,185968507.42996,252
vrsk,184496566.297936,252
cfg,183813908.474603,252
asts,183807979.573214,252
k,183618819.219603,252
csgp,182569774.078393,252
tost,182413990.418175,252
onon,182118553.911429,252
p,181970570.324206,252
wst,181928471.474563,252
docu,181163075.163016,252
syf,181079063.547976,252
okta,180533251.956091,252
twlo,180292244.412063,252
lyb,180236943.204881,252
alny,179177582.320516,252
clx,179163477.160555,252
moh,178311059.125079,252
cp,178189195.407143,252
dd,177068251.71631,252
ed,176836665.341945,252
infy,176204346.858651,252
saia,176175988.845734,252
wec,175927995.417857,252
cbre,175370676.205119,252
keys,175319931.985913,252
bkr,174900731.949683,252
exe,174555899.926885,252
apa,174056154.553135,252
lpla,173994532.962262,252
x,173685820.223056,252
futu,173569746.386925,252
stt,173302737.882857,252
ndaq,173005682.27873,252
jbl,172869584.617143,252
mtd,172286419.204087,252
rio,171950872.116389,252
ctva,171656071.536825,252
tol,171125481.239881,252
it,171106918.974167,252
xpo,168816124.011865,252
hubb,168758759.115357,252
fitb,168523108.230694,252
ai,167289117.981032,252
zbh,167094084.99631,252
wab,166545539.065913,252
enb,166523898.965992,252
mtb,166516608.625516,252
pru,166302891.116429,252
mndy,166201396.929563,252
ares,165267227.940556,252
five,164653332.227222,252
mtch,164475101.465615,252
aem,163970212.966389,252
rf,163787744.651706,252
akam,163524369.007242,252
dov,162535495.211111,252
crox,162474647.783571,252
sap,162005013.490635,252
hdb,161964615.56746,252
cnq,161409413.186389,252
anss,161208419.673849,252
stld,161184759.510833,252
lii,160605365.787421,252
cf,160318447.148214,252
mgm,159970429.104048,252
hig,159806850.418056,252
tpr,159404056.528373,252
wing,158863155.287718,252
vici,157950877.494385,252
clf,157817144.182222,252
acgl,157762857.893512,252
fnd,157601925.507698,252
dt,157557520.903294,252
exr,156224967.281072,252
gsk,155884300.110913,252
cboe,155608756.474068,252
gap,155544324.345436,252
czr,155519433.293274,252
thc,154717975.783214,252
fcnca,154689965.852421,252
run,154530148.545575,252
xyl,154203087.634246,252
eme,153629015.593532,252
wcn,153167862.17496,252
ctra,153131293.920516,252
awk,151272417.147818,252
aes,150979958.316548,252
cnp,150795207.953968,252
ftv,150618700.759881,252
vglt,149692492.869643,252
omc,149633273.276349,252
cohr,149466803.30754,252
irm,149463509.161548,252
bax,149191559.395992,252
duol,148775961.360992,252
eix,148772271.704087,252
